Regulator	Target	MI
EZH2	TP53	-1
TP53	EZH2	-1
TRIM28	CDKN1B	-1
SPI1	ITGAM	1
SPI1	ITGB2	1
AATF	CTNNB1	-1
UGT2B7	HNF1A	1
HNF1A	UGT2B7	1
HELZ2	UGT1A9	1
MYC	LIN28B	1
RELA	COL2A1	-1
SMAD3	VDR	1
MYBL2	CTNNB1	-1
LHX2	ROBO2	-1
LHX2	ROBO1	-1
TP53	GSTP1	1
NELFCD	RAD51D	1
SREBF1	APOA5	-1
STAT5A	CDKN1A	1
DNMT3A	IGFBP3	-1
HNF4A	RNASE2	1
FOXA1	KLK3	1
NFKBIA	ICAM1	-1
CHD9	SULT2A1	1
TP63	CHUK	1
BRCA1	CTSD	-1
RFX5	COL1A2	-1
ZBTB16	CXCR4	1
CTNNB1	VIM	1
MAX	CSDE1	-1
CEBPB	IRF4	1
CEBPB	IRF9	1
TGS1	ACSL1	1
PPARG	CIITA	-1
HIF1A	TIMP2	1
RUNX3	WNT4	-1
TIMP1	HIF1A	1
BRCA1	S100A7	-1
ARNTL	KLF15	1
SSB	LAMB1	1
LEF1	KRT1	1
CSDE1	MYC	-1
MYC	CSDE1	-1
EZH2	RUNX3	-1
TAF9	CCND2	1
AGO2	MECP2	-1
AGO3	MECP2	-1
AGO1	MECP2	-1
AGO4	MECP2	-1
CHD9	ACADM	1
MAP3K5	E2F3	1
MAP3K5	E2F4	1
MAP3K5	E2F1	1
E2F1	MAP3K5	1
MAP3K5	E2F2	1
CREBBP	CPT1A	1
TGS1	CPT2	1
EP300	LAMA3	-1
JUNB	LOR	-1
IL4	COL1A2	1
CREBBP	CDKN1A	1
CLOCK	TIMELESS	1
GATA2	MS4A2	1
POU5F1	ZIC3	1
E2F1	DROSHA	1
CBX7	CDH1	1
CCNC	CD36	1
NCOA3	E2F1	1
HMOX1	NFKB1	1
TYK2	ALOX12B	1
IRF3	PURA	-1
PURA	IRF3	-1
AKT1	PCK2	-1
NFIC	IRS2	1
PROX1	IFNG	-1
DCAF6	SP1	1
PTTG1	E2F1	1
ATG7	E2F1	1
E2F1	ATG5	1
FAM120B	CD36	1
PLTP	GLI1	1
NFYA	FDFT1	1
NFYB	FDFT1	1
NFYC	FDFT1	1
MBD1	MGMT	-1
LMO4	BRCA1	-1
KAT2A	GADD45A	1
REST	LIN28A	-1
MED1	GRHL1	1
IFI16	WT1	1
CDKN2A	VDR	-1
KLF13	LDLR	-1
FOXM1	BTG2	1
FOXO3	BTG1	1
KAT2B	TFF1	1
ERBB4	MXD4	1
GLI3	PTHLH	-1
BCL6	XBP1	-1
ZBTB17	DDIT3	-1
JUNB	IL6	-1
TP53	RASSF1	-1
STAT1	IL12RB2	1
NR1I2	THRSP	1
ROCK1	LEF1	-1
RELA	EPCAM	-1
SP1	SMAD7	1
NKX3-1	AR	-1
RETN	CEBPA	1
GJA1	CTNNB1	1
FOSL1	THBD	1
POU5F1	GATA6	-1
HOXA1	BCL2	1
GLI1	GLI2	1
GLI2	GLI1	1
TBL1XR1	FHL2	1
MED13L	ANGPTL4	1
SMAD3	TRIM63	1
SMAD4	TRIM63	1
SMAD2	TRIM63	1
TP53	CAV1	1
CAV1	TP53	1
NOS2	TP53	-1
PTTG1	CDC42	1
EPAS1	MSC	1
TP53	BGLAP	1
STAT6	IGHG1	1
NR3C1	PTK6	1
ELF3	RELA	1
STAT6	IGHG4	1
STAT6	IGHG3	1
CRTC1	MMP1	1
EP300	PCK1	1
NCOA1	ADIPOQ	1
NCOA2	ADIPOQ	1
NCOA3	ADIPOQ	1
MAP3K4	GLI2	-1
JUN	HBG2	1
NR3C1	ATF2	-1
SNAI2	CXCL12	1
TP53	CCNK	1
TFDP2	CBX5	-1
TFDP1	CBX5	-1
YY1	SURF2	1
YY1	SURF1	1
SMAD3	PTPN20	1
SP1	PRM1	1
AR	HMOX1	1
CITED2	PITX2	1
SMAD3	PTPN23	1
SMAD3	PTPN18	1
SMAD3	PTPN14	1
SMAD3	PTPN12	1
SMAD3	PTPN13	1
SMAD3	PTPN11	1
SP1	PRNP	1
LIN37	PLK1	1
NFKB1	TNFSF10	1
MYCN	HDAC2	1
TP53	CD82	1
NCOR1	AR	1
NCOR2	AR	1
ZFP36	SMAD3	1
LIN54	PLK1	1
ZFP36	SMAD4	1
LIN52	PLK1	1
SH3GLB1	GLI1	-1
CEBPA	IL6R	1
FOXL1	BMP4	1
ZNFX1	TERT	-1
JAK2	EOMES	-1
CEBPB	IL1B	1
ATF2	TH	1
TRRAP	NME1	1
NCOA4	AR	1
JAG1	GLI2	-1
SNAI1	CXADR	-1
SNAI2	CXADR	-1
MED30	PCK1	1
MED31	PCK1	1
MED26	PCK1	1
MED27	PCK1	1
MED24	PCK1	1
MED25	PCK1	1
MED28	PCK1	1
MED29	PCK1	1
MED22	PCK1	1
MED23	PCK1	1
MED20	PCK1	1
MED21	PCK1	1
MED15	PCK1	1
MED16	PCK1	1
MED13	PCK1	1
MED14	PCK1	1
MED19	PCK1	1
MED17	PCK1	1
MED18	PCK1	1
SP1	TNFSF10	-1
MED11	PCK1	1
MED12	PCK1	1
MED10	PCK1	1
SOX2	ITGA6	1
TP73	CDK6	1
NFKB1	SELE	1
NFKB2	SELP	1
ZYX	CTNNB1	1
HDAC7	VEGFA	1
GATA3	HSD17B1	-1
HMGA1	XPA	-1
YY1	HSPA5	1
CLOCK	STAR	1
HOXA10	MYCN	-1
TGIF1	SOX3	-1
MAX	LIN28B	1
NTRK2	GLI1	-1
CREB5	RASGRP3	-1
BGLAP	RUNX2	1
JUNB	ITGB4	1
AKT1	TCF7L2	1
RUNX2	SMURF1	1
ESR1	TP53	-1
SMAD3	SMAD7	-1
CEBPA	INSR	1
CEBPB	INSR	1
CDK11B	ETS1	1
CDK11A	ETS1	1
ZBTB17	SLC11A1	1
ZEB2	POU5F1	1
ZEB1	POU5F1	1
FOS	SPI1	-1
TGS1	ACOX1	1
BRCA1	KHSRP	-1
FSHB	PITX1	1
FSHB	PITX2	1
ESR1	RARA	1
STAT3	TIMP1	1
SOX17	SERBP1	-1
ATM	BCL2	-1
SNAI2	HPGD	-1
ERBB4	S100B	-1
PCCA	CTNNB1	1
PTPRO	E2F1	1
YBX1	RBBP8	-1
IRF8	NCF2	1
TP53	SSTR2	-1
IRF1	NCF2	1
S100B	TP53	-1
PRKACA	GLI2	-1
CLDN2	HNF1A	1
NR3C1	SELE	-1
GAST	SMAD3	1
GAST	SMAD4	1
MYB	COL1A1	1
MYB	COL1A2	1
TNC	SMAD3	1
SMAD3	TNC	1
TNC	SMAD4	1
SMAD4	TNC	1
ASF1B	E2F5	1
ASF1B	E2F3	1
ASF1B	E2F4	1
E2F1	ASF1B	1
ASF1B	E2F1	1
ASF1B	E2F2	1
CHUK	EBAG9	1
JUN	SMN1	-1
HIST2H2AA3	MYC	1
POU2F1	VCAM1	-1
NFKB1	SDC1	1
LYL1	NFKB1	-1
FAM115A	FOXO1	1
USF1	ABCA1	1
USF2	ABCA1	1
MYCN	MYBL2	1
MED9	PLIN1	1
MED7	PLIN1	1
MED8	PLIN1	1
MED6	PLIN1	1
MED4	PLIN1	1
MED1	PLIN1	1
MED1	PLIN2	1
IFNB1	YY2	1
NFKB1	NLRP3	1
NFKB2	NLRP3	1
NFKB1	NLRP2	1
STAT4	IFNG	1
CREB1	PLAT	-1
STAT5A	PRF1	1
PRF1	STAT5A	1
STAT5B	PRF1	1
PRF1	STAT5B	1
DNMT1	IL3	-1
TRBC1	FOS	1
TYK2	GADD45G	1
TYK2	GADD45B	1
TP73	FOXO3	1
TP53	COP1	1
EGR1	PTGES	1
SP1	COL1A2	1
NR1H4	SCARB1	1
SCARB1	MYC	1
NFKB1	ADORA1	1
CHD9	CD36	1
EIF2S3	ATF4	1
EIF2S1	ATF4	1
EIF2S2	ATF4	1
ATF2	CXCL8	-1
NCOR1	MYC	-1
MITF	BCL2A1	-1
RELA	HSD11B2	1
MAX	PDCD10	1
NFKB2	NOTCH1	1
F13A1	CTNNB1	1
SPAG11B	CTNNB1	1
GATA6	CYP11A1	1
CEBPA	SOCS3	1
GLI2	SMAD3	1
PPARG	RETN	1
SFPQ	CXCL8	-1
FOSL2	BGLAP	1
KLF8	CCND1	1
KLF5	CCND1	1
FOXA2	ACADM	1
KLF5	CCNB1	1
SMARCD3	TRIB3	1
NR2F2	APOB	-1
HOXA10	TP53	1
NKX2-1	SFTPB	1
NFKB1	JUNB	1
NFKB1	SOD2	1
ESR1	RUNX2	-1
DDIT3	TNFRSF10B	1
VEGFA	AKT3	1
SP1	COL2A1	1
NANOG	KDR	1
KDR	NANOG	1
FANCI	CHEK1	1
CHEK1	FANCI	1
CREB5	STAT1	-1
GLI3	PTCH1	-1
MED1	ABCA1	1
GABPB1	TFAM	1
ADH1A	HNF1A	1
IKBKB	MMP9	-1
MED1	ABCB4	1
STAT3	PSMB5	1
COPS5	CDKN1B	-1
GLI3	CTNNB1	1
GLI2	CTNNB1	1
ARNTL	NOCT	1
MAMLD1	DLGAP5	1
TGS1	HMGCS2	1
TGS1	HMGCS1	1
STAT4	PSME2	1
SIRT1	ABCB1	1
EPAS1	EFNA1	1
MTA1	CDKN2A	1
GLCE	CTNNB1	1
HDAC1	BAMBI	-1
TFDP1	RRM1	1
TFDP2	RRM1	1
ETS1	NDRG1	-1
ATF2	MSH2	1
NELL1	RUNX2	1
CREBBP	TIAM2	1
IL13	ANXA1	1
TBX21	PTGDR2	-1
TP73	PEA15	1
FOSL2	CCR4	1
IL12A	TBX21	1
PHOX2B	MSX1	-1
IL12B	TBX21	1
NCOA2	LEP	-1
NCOA3	LEP	-1
NCOA1	LEP	-1
KAT2B	TP73	1
MAX	RIOX2	1
MED13L	PCK1	1
HDGF	VIM	1
TFDP1	RANBP1	1
TFDP2	RANBP1	1
CGB8	CGB3	1
CREBBP	TNFRSF21	1
TFDP1	TP53	-1
MYOD1	MYL1	1
MYB	PRTN3	1
STAT4	RALA	1
KHDRBS1	IGF2	1
STAT5A	BCL6	-1
RUNX1	CSF2	1
STAT5B	BCL6	-1
STK11	PSEN2	1
HOPX	LOR	1
TFAP2C	CRABP2	1
TFAP2A	CRABP2	1
CHD9	ALAS1	1
LHX2	TSHB	1
FOSL1	CCL2	1
RB1	COL1A1	1
MAX	SFXN3	-1
KLF2	PPARG	-1
IL27RA	IFNG	1
LIN52	CDC25A	-1
LIN54	CDC25A	-1
ERBB4	GFAP	-1
LIN37	CDC25A	-1
E4F1	CCNA2	-1
MYC	SFXN3	-1
CTSE	GATA1	1
MEOX1	GLI2	1
MYC	CDKN2B	-1
CDKN2B	MYC	-1
PPARA	RGL1	1
STAT6	IGHE	1
MYC	CDKN1B	-1
MYC	CDKN1A	-1
CDKN1A	MYC	-1
FOXA1	COL18A1	1
PPARG	PTGS2	-1
CDK8	CD36	1
RBBP4	PCNA	-1
NFKB1	PLAUR	1
SOS1	A2M	-1
PLS3	CTNNB1	1
FOXF2	MT1E	-1
FOXF2	MT1F	-1
ELL	CHEK1	1
XBP1	DCTN1	1
E2F4	CCNA2	-1
E2F5	CCNA2	-1
CREB1	CEBPD	1
PLK2	CTNNB1	1
E2F7	CCNE1	-1
E2F7	CCNE2	-1
WT1	HBEGF	1
MYB	SLC25A3	1
SLC25A3	MYC	1
HDAC9	STAT6	-1
TP63	FOSL2	1
RBPJ	PTEN	-1
NPM1	TAF1A	1
ALDH3A2	CTNNB1	1
NCOA3	MMP7	1
SOX9	AR	1
STARD4	SREBF2	1
TCF4	CCND1	1
EBF3	CDKN1A	1
PIAS1	PRMT1	-1
URI1	AR	-1
ATF2	MMP2	1
PITX3	MIP	1
RARA	HSD17B2	1
NFKB1	TNFAIP3	1
TP53	UHRF1BP1	1
SIRT1	SOD2	1
HSPA4	GLI2	1
DLL4	NOTCH4	1
STAT4	SERPINB2	-1
ALDH1A1	CTNNB1	1
RUNX1	FOXP3	1
ARNT	JUN	-1
ATF5	ID1	-1
ATF3	ID1	-1
PPARG	RARB	1
FBXL16	E2F1	1
FOXO3	FOXM1	-1
SOX2	DKK1	1
IL18	NOS2	1
SOX17	FN1	-1
HSF4	DNASE2B	1
PTGDR	POLA1	1
MECP2	GRIN2B	-1
RELA	NOS3	1
RELA	NOS1	1
RELA	NOS2	1
PKNOX1	SYP	1
FASLG	HBP1	1
RELA	NOX4	1
RELA	NOX5	1
ETS1	TERT	-1
USF1	SERPINE1	1
E2F1	SKP2	1
SKP2	E2F1	1
RB1	EBNA1BP2	1
FOXD3	NDRG1	1
JUNB	DMP1	1
TP63	IGFBP3	1
TP53	IGFBP3	1
PITX2	PRL	1
PITX1	PRL	1
GPX2	CTNNB1	1
TYK2	CCL3	1
TYK2	CCL4	1
TYK2	CCL2	1
NFKB2	SND1	1
RXRA	TXNRD1	1
TFAP2B	ADIPOQ	-1
HNRNPA2B1	MYC	1
MYC	HNRNPA2B1	1
TYK2	CD3E	1
TYK2	CCR5	1
TP53	SLC2A1	-1
SP1	HCN4	1
SP1	HCN2	1
MEN1	CASP8	1
HOPX	FLG	1
TERT	CCND1	1
CDKN2A	SHH	-1
NCOR1	NPAS2	-1
ERCC3	BRCA1	1
ERCC2	BRCA1	1
MOV10	PTEN	-1
TSC22D3	CDKN1A	-1
KAT5	STAT3	-1
RUNX1	LIFR	1
HDAC1	PCNA	-1
PTGDR	UXT	-1
EPAS1	MMP14	1
YBX1	KPNA2	-1
CRHR2	GHRL	-1
RUNX2	UCMA	1
EOMES	PRF1	1
STAT6	AICDA	1
DNMT1	BIRC5	-1
MYCN	CDKN1A	1
TLE4	FOXO3	1
TLE4	FOXO1	1
ESR1	BTG2	-1
RBL1	MAD2L1BP	-1
RBL2	MAD2L1BP	-1
EP300	TRIM22	1
CLOCK	SERPINE1	1
SPEN	DMPK	1
JUN	NAMPT	1
PKD1	CTNNB1	1
RELA	TNFRSF13C	1
YY1	PRDM2	1
RELA	TNFRSF10B	1
BRCA1	CDKN1A	1
BRCA1	CDKN1B	1
NFATC3	TFF1	1
CDX2	CFTR	1
ETS1	RHOC	1
ELF4	TP53	-1
RORC	GLI2	-1
NPAS2	RORA	1
RORA	NPAS2	1
XBP1	ZBTB17	1
STAT1	SOCS1	-1
TCF3	EXO1	-1
STAT4	SOCS3	-1
NFKB1	CYP19A1	-1
OPRM1	E2F1	1
DNMT1	E2F1	1
CTNNB1	PLD1	1
RBBP4	TOP2A	-1
TBP	LIN28B	1
HDAC1	BIRC3	1
FOXA1	KRT7	1
RB1	CDKN2A	-1
DCT	SOX10	-1
PRKCQ	FASLG	1
RB1	CDKN1A	-1
PRKCE	FASLG	1
MYC	WNT5A	-1
ATF4	SIGMAR1	1
FOS	SMAD7	1
POU5F1	CDX2	-1
CREB1	NOLC1	1
MAX	WNT5A	-1
YAP1	PML	1
PPARA	GLIPR1	1
MYC	SFRP1	-1
SP1	PDX1	1
PDX1	SP1	1
SMAD3	FST	1
TAF9	CDK4	1
NANOG	STAT3	1
STAT3	NANOG	1
E2F1	RRM2	1
E2F3	RRM1	1
E2F1	RRM1	1
ELF3	KRT4	-1
E2F3	RRM2	1
E2F1	MYBL2	1
SP1	GJA1	1
TGS1	ACADM	1
NFATC2	CASP3	1
TP53	BTG2	1
PML	TNFAIP3	-1
MYC	GPAM	1
RELA	BRCA2	1
MAX	BCAT1	1
ATF2	TGFB2	-1
HOXC13	DSG4	-1
APC	DNMT1	-1
FOXO3	BBC3	1
IRF9	GLI2	-1
FOXO1	BBC3	1
TP53	BIRC5	-1
MYC	SURF1	1
MYC	SURF2	1
EPAS1	FLT1	1
PBX1	VCP	1
EP300	NR4A1	1
MAX	SFRP1	-1
JUN	APOC3	1
ERCC3	MDC1	1
ERCC2	MDC1	1
KLF4	KRT19	1
AXIN2	CTNNB1	1
CTNNB1	AXIN2	1
SPI1	PEBP1	1
NFKBIA	EBI3	-1
STAT4	HNRNPF	-1
RUNX1	TJP1	1
ARNT	FOS	-1
RELA	VEGFD	1
RELA	VEGFA	1
BRCA1	CDH3	-1
EP300	NCL	1
SMAD4	ENG	1
SMAD3	ENG	1
PTGDR	CES1P1	1
PAX8	WT1	1
EPO	SMAD4	1
EPO	SMAD3	1
IHH	CTNNB1	1
CRMP1	SP1	-1
IL8	CTNNB1	1
HSF2	KLRC3	1
FUT1	CTNNB1	1
CTSE	SPI1	1
SPI1	CTSS	1
ESR1	HTRA2	1
IL4	HSPA8	1
PDX1	NR5A2	1
FANCI	RAD51D	1
RAD51D	FANCI	1
STAT5A	PIM1	1
STAT5B	PIM1	1
MLX	PKLR	1
ID2	CTNNB1	1
CTNNB1	ID2	1
ID3	CTNNB1	1
HDAC1	RECQL4	-1
SP1	PPP2R2B	1
ANAPC2	CXCL8	1
ANAPC1	CXCL8	1
HNF4A	LDLR	1
HDAC1	ICAM1	1
ANAPC7	CXCL8	1
ANAPC4	CXCL8	1
ANAPC5	CXCL8	1
CSE1L	TP53I3	1
HTATIP2	VEGFA	-1
FOXO3	ABCA6	1
FOXO1	ABCA6	1
MYC	EBNA1BP2	1
USF2	HMOX1	1
USF1	HMOX1	1
ABCB1	FOXO1	1
FKBP4	MYC	1
AIP	GREB1	-1
SMARCB1	CDKN2A	1
SMARCA4	CDKN2A	1
SMARCB1	CDKN1A	1
SMARCA1	CDKN2A	1
INHA	TCF7L2	1
EP300	NR1D1	1
SMARCA4	CDKN1A	1
MAX	HSPA4	1
MAX	HSPD1	1
NFKB1	CSF2	-1
AGO4	NLK	-1
AGO2	NLK	-1
AGO3	NLK	-1
AGO1	NLK	-1
HDAC4	WT1	-1
HDAC5	WT1	-1
FGFR2	SPP1	1
FGFR3	SPP1	1
RELA	EBI3	1
PTGDR	SIRT1	1
EPAS1	CA9	1
FOXA2	BDH1	1
FOS	CDKN1B	-1
HCFC1	TFB1M	1
SPI1	ALOX15	1
NCOR1	G0S2	-1
PIAS1	MYC	1
SIRT1	BCL11A	-1
GLI3	SMO	1
NFKB1	CTCF	-1
TP53BP1	CTNNB1	-1
JUND	CCND1	1
SMAD7	TGFB1	1
HDAC1	TXNIP	-1
XBP1	GOSR2	1
TP53	SLC6A6	-1
JUNB	CCNA2	1
JUND	CCNA2	1
GATA2	GATA1	1
EHMT2	CXCL8	-1
EHMT1	CXCL8	-1
MITF	ACP5	1
FOXN1	DSG4	-1
CREBBP	APOA1	1
CREBBP	APOA5	1
CREBBP	APOA2	1
GLS2	SP1	1
HCFC1	TFB2M	1
FRK	CTNNB1	1
MNAT1	FANCI	1
HNF1A	ALDOB	1
FST	CTNNB1	1
FOXO4	BCL6	1
FOXO3	BCL6	1
FOXO1	BCL6	1
PML	EP300	1
EP300	PML	1
SATB2	TP63	-1
MYC	BCAT1	1
ATF2	BCL2L1	1
EGR1	IGF2	1
IGF2	EGR1	1
TP53	NDRG1	1
SMAD2	GSC	1
AKT1	MCL1	1
IL18R1	IL13	1
KAT2A	BBC3	1
STAT5	BCL6	-1
CEBPD	TNFAIP6	1
CEBPB	TNFAIP6	1
KLF2	WEE1	-1
FSHB	SMAD4	1
TNC	GLI2	1
MTA1	ARNTL	1
CTNNB1	GCG	1
ELL	CDKN1A	-1
XBP1	ERP29	-1
PGR	ERBB2	-1
TBL1X	UGT1A9	1
PGR	PTGS2	-1
SALL4	CDH1	-1
TST	GLI1	1
TCF7	CDX1	1
CEACAM5	TCF7	1
CEACAM6	TCF7	1
PRMT6	GP1BA	-1
HIST3H2BB	MYC	1
PTK2	FOS	1
MLXIPL	TXNIP	1
NCOR1	S100B	-1
NOTCH4	ACTA2	1
ARNT	TWIST1	1
NOTCH2	ACTA2	1
NOTCH1	ACTA2	1
MED30	LPL	1
MED31	LPL	1
SIRT1	ACAN	1
SUPT5H	RAD51D	1
MED12	LPL	1
MED13	LPL	1
MED10	LPL	1
MED11	LPL	1
B2M	PRF1	1
MED18	LPL	1
MED19	LPL	1
MED16	LPL	1
MED17	LPL	1
MED14	LPL	1
MED15	LPL	1
MED23	LPL	1
MED24	LPL	1
MED21	LPL	1
MED22	LPL	1
MED20	LPL	1
MED29	LPL	1
GADD45B	RUNX2	1
MED27	LPL	1
MED28	LPL	1
MED25	LPL	1
MED26	LPL	1
IL12RB1	NOS2	1
IL12RB2	NOS2	1
JUN	MEF2D	1
MEF2D	JUN	1
MEF2C	JUN	1
MEF2A	JUN	1
SNW1	ACTA2	1
NFKB1	PTAFR	1
TBL1XR1	ME1	1
CARM1	ACSL1	1
METTL1	MYC	1
SHC1	CCND3	1
HELZ2	CD36	1
PIK3R1	BCL2L1	1
MAX	CDKN2B	-1
SPI1	RNASE2	1
FOSL2	BCL6	1
FOS	HSPH1	1
CARM1	UGT1A9	1
HIST2H2BE	KLK2	1
HIST2H2BE	KLK3	1
LMO4	DLG4	-1
HIST2H2AC	KLK3	1
HIST2H2AC	KLK2	1
CXCR4	GLI1	1
XBP1	EXTL3	1
XBP1	EXTL1	1
XBP1	EXTL2	1
HHEX	SLC5A5	1
PDIA2	TFF1	1
TP63	TCF4	1
LIN9	E2F1	-1
RBPJ	PLXND1	1
H3F3B	CCND1	1
TAB2	S100B	-1
MAX	CDKN1A	-1
MAX	CDKN1B	-1
MAMLD1	WWC1	1
FOXD3	SPP1	1
ATF6	DNAJC3	1
NR3C1	PCK2	1
TNRC6C	RUNX1	-1
TNRC6A	RUNX1	-1
TNRC6B	RUNX1	-1
BACH1	HMOX1	-1
PBX1	PRL	1
LEP	CTNNB1	1
MAX	PFKM	1
PIK3CA	BCL2L1	1
SP1	GFER	1
PTGDR	DHFR	1
CARM1	CPT2	1
TMF1	KLK3	1
MTA3	CGB5	-1
SOX2	FOXD3	1
FOXL2	CCND2	-1
CCNB1	FOXO1	-1
CCNB2	FOXO1	-1
MECP2	RELN	-1
TNFAIP3	JUN	-1
CCND1	FOXO3	-1
FOXO3	CCND2	-1
CCND2	FOXO3	-1
CCND1	FOXO1	-1
CCND2	FOXO1	-1
RHOH	GLI2	-1
XBP1	PREB	1
SP3	YY1	1
SP4	YY1	1
IL4	F13A1	1
FOXD3	MITF	-1
NR3C1	FCGR2A	1
SP1	YY1	1
NR1I2	THBS1	1
HDAC3	GAS2	-1
EP300	NR0B2	1
COX1	E2F6	-1
PPARA	ANKRD1	1
EP300	IVL	1
BCL2	LEF1	1
AHR	SMAD3	1
AHR	SMAD4	1
AHR	SMAD2	1
EP300	JUN	1
FOXA2	ABCC8	1
NCOA6	HMGCS1	1
NCOA2	HMGCS2	1
NCOA1	HMGCS1	1
NCOA1	HMGCS2	1
NCOA2	HMGCS1	1
NCOA6	HMGCS2	1
MYC	PFKM	1
PFKM	MYC	1
ATF5	CCND3	1
ATF2	CCND1	1
RUNX1	ITGA2B	1
ATF2	CCNA2	1
FOXO3	SOD2	1
SOD2	FOXO3	1
FOXO4	SOD2	1
FOXO1	SOD2	1
ABCA3	FOXA2	1
JAK2	ITGA3	1
MYC	ERBB2	-1
AGO4	MYC	-1
AGO2	MYC	-1
AGO3	MYC	-1
AGO1	MYC	-1
MET	CTNNB1	1
NFKB1	CRHR1	1
WT1	VDR	1
GATA1	BST2	1
ZBTB14	FHL2	1
HELZ2	ALAS1	1
RELA	MUC2	1
NANOG	POU5F1	1
POU5F1	NANOG	1
JDP2	JUN	-1
APC	SGK1	-1
SHOX	FGFR3	1
MME	CTNNB1	1
MED13L	FABP4	1
NCOA3	CCND1	1
DIABLO	PAWR	1
CEBPB	IGHG1	1
HDAC2	SP1	-1
HDAC1	SP1	-1
MSX2	CDH2	-1
IL13	GLI2	-1
ELK1	PSEN1	1
GNL3	MYC	1
SLC19A1	GLI1	1
HSF1	GUCA2B	-1
REST	PENK	-1
YBX1	MET	1
JUNB	CSF2	1
MLLT10	MDM2	-1
EBI3	IFNG	1
NR3C1	PER2	1
MAX	ERBB2	-1
JUN	CDKN1B	-1
JUN	CDKN1A	-1
TBL1X	HMGCS2	1
TBL1X	HMGCS1	1
PPARA	TIAM2	1
NUP155	MYC	1
YBX1	CXCR4	1
LEF1	DSG4	-1
RACGAP1	CUX1	-1
SMARCA1	CD44	-1
MSC	CDC25A	-1
AR	ERBB2	1
AR	ERBB3	1
CEBPA	KLK3	-1
JAK2	IL23R	1
SMARCA4	CD44	-1
SMARCB1	CD44	-1
MTA2	CDH1	-1
JAK2	IL1R1	1
MTA1	CDH1	-1
RXRA	LEP	-1
FOXP2	SRPX	1
HDAC1	GAD1	-1
EP300	ANGPTL4	1
ZNF76	PCYT1A	1
JUN	PLAT	1
HIF1A	EGLN3	1
HIF1A	EGLN1	1
SP1	PCK1	1
PCK1	SP1	1
MAX	GPAM	1
ZFP42	YY1	1
WBSCR28	AR	-1
REST	GLRA1	1
MYC	IGF2BP1	1
MSX2	BGLAP	-1
HIC1	STAT3	1
TP53	TGFA	1
TGFA	TP53	1
RXRA	IL2RG	1
RXRA	IL2RA	1
RXRA	IL2RB	1
SOX2	TDGF1	1
JUN	CTNNB1	1
CTNNB1	JUN	1
TP63	GADD45A	1
B4GALT1	E2F1	1
BRCA1	DDIT3	1
FOXO3	FBXO32	1
FOXO4	FBXO32	1
FOXO1	FBXO32	1
TP53	HSPA1B	-1
IL18R1	IFNG	1
NR5A1	PBX1	1
GLI1	H2AFX	-1
GLI2	H2AFX	-1
MED30	ANGPTL4	1
MED31	ANGPTL4	1
EP300	LPL	1
MECP2	MET	1
MED21	ANGPTL4	1
MED22	ANGPTL4	1
MED20	ANGPTL4	1
MED25	ANGPTL4	1
MED26	ANGPTL4	1
MED23	ANGPTL4	1
MED24	ANGPTL4	1
MED29	ANGPTL4	1
MED27	ANGPTL4	1
MED28	ANGPTL4	1
MED10	ANGPTL4	1
MED11	ANGPTL4	1
MED14	ANGPTL4	1
MED15	ANGPTL4	1
MED12	ANGPTL4	1
MED13	ANGPTL4	1
MED18	ANGPTL4	1
MED19	ANGPTL4	1
MED16	ANGPTL4	1
MED17	ANGPTL4	1
ATF2	PDGFRA	1
RUNX2	ITGBL1	1
WWTR1	LTBR	1
EZH2	FBXO32	-1
WT1	CXXC5	1
TP53	BRCA2	-1
TP53	BRCA1	-1
IRF5	PDLIM7	-1
RUNX3	ICAM3	-1
RARA	CEBPE	1
NFYB	DDIT3	1
NFYC	DDIT3	1
NFYA	DDIT3	1
H2AFY	CXCL8	-1
SMC1A	MYC	1
TP63	KRT14	1
SRF	CREB1	-1
PTTG1	LGALS1	1
EP300	WT1	1
RELA	BIRC2	1
RELA	BIRC5	1
RELA	BIRC3	1
SREBF1	DHCR7	1
SREBF2	DHCR7	1
MEN1	CDKN1B	1
RELA	PDK4	-1
TBL1XR1	FABP1	1
ESRRA	ALAS1	1
NCOR1	PPARGC1A	-1
EPAS1	POU5F1	1
SCAP	AR	1
IL4	LAMA5	1
BEST1	MITF	1
MITF	BEST1	1
DYRK1A	E2F1	1
NR4A1	POMC	1
REST	GJD2	-1
PITX1	IFNA1	-1
HELZ2	ACSL1	1
HTATIP2	MMP2	-1
VEGFA	TP53	-1
ESR2	SERPINE1	-1
STAT4	SOD2	-1
NEUROG3	INSM1	1
MAX	PTMA	1
ZNF24	PDGFRB	-1
HDAC2	PHB	-1
HDAC1	PHB	-1
HDGF	SMYD1	-1
TBL1XR1	AGT	1
SMAD7	MYC	1
TP53I11	CTNNB1	-1
TBL1XR1	ANGPTL4	1
MYCBP	MYC	-1
NCOR1	PPARG	-1
E2F1	CTNNBIP1	1
TGS1	ALAS1	1
RFX1	PCNA	-1
SIRT1	CDKN1B	1
NANOG	FGF4	1
NANOG	FGF2	1
TSG101	REG4	-1
LEF1	TBXT	1
RNF2	UXT	-1
HBEGF	CXCL8	1
SMAD7	MET	1
MET	SMAD4	1
MET	SMAD2	1
MET	SMAD3	1
CEBPB	IGHE	1
NR3C1	VIPR1	-1
HNF4A	CYP7A1	-1
